Artist;Song name;Album name;Year;Genre;Length;;;;
;;;;;;;;;
;;;;;;;;;
Teoalida's Music Database;;;;;;;;;
6000+ songs that I downloaded, listened and rated according my preferrences;;;;;;;;;
Copyright 2005-2016 - www.teoalida.com/database/music;;;;;;;;;
You are not allowed to distribute or post this file on other websites!;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Ace of Base;;;;;#REF!;;;;
Britney Spears;Can't Make You Love Me;Oops!... I Did It Again;2000;Pop;03:17;;;;
Britney Spears;When Your Eyes Say It;Oops!... I Did It Again;2000;Pop;04:29;;;;
Britney Spears;Dear Diary;Oops!... I Did It Again;2000;Pop;02:46;;;;
Britney Spears;I'm a Slave 4 U;Britney;2001;Pop;03:23;;;;
Britney Spears;Overprotected;Britney;2001;Pop;03:18;;;;
Britney Spears;Lonely;Britney;2001;Pop;03:19;;;;
Britney Spears;I'm Not a Girl, Not yet a Woman;Britney;2001;Pop;03:51;;;;
Britney Spears;Boys;Britney;2001;Pop;03:26;;;;
Britney Spears;Anticipating;Britney;2001;Pop;03:16;;;;
Britney Spears;I Love Rock 'n Roll;Britney;2001;Pop;03:06;;;;
Britney Spears;Cinderella;Britney;2001;Pop;03:39;;;;
Britney Spears;Let Me Be;Britney;2001;Pop;02:51;;;;
Britney Spears;Bombastic Love;Britney;2001;Pop;03:05;;;;
Britney Spears;That's Where You Take Me;Britney;2001;Pop;03:32;;;;
Britney Spears;What It's Like to Be Me;Britney;2001;Pop;02:50;;;;
Britney Spears Featuring Madonna;Me Against the Music;In the Zone;2003;Pop;03:43;;;;
Britney Spears Featuring Ying Yang Twins;(I Got That) Boom Boom;In the Zone;2003;Pop;04:49;;;;
Britney Spears;Showdown;In the Zone;2003;Pop;03:16;;;;
Britney Spears;Breathe On Me;In the Zone;2003;Pop;03:43;;;;
Britney Spears;Early Mornin';In the Zone;2003;Pop;03:45;;;;
Britney Spears;Toxic;In the Zone;2003;Pop;03:18;;;;
Britney Spears;Outrageous;In the Zone;2003;Pop;03:21;;;;
Britney Spears;Touch of My Hand;In the Zone;2003;Pop;04:19;;;;
Britney Spears;The Hook Up;In the Zone;2003;Pop;03:54;;;;
Britney Spears;Shadow;In the Zone;2003;Pop;03:44;;;;
Britney Spears;Brave New Girl;In the Zone;2003;Pop;03:28;;;;
Britney Spears;Everytime;In the Zone;2003;Pop;03:50;;;;
Britney Spears Featuring Madonna;Me Against the Music (Rishi Rich's Desi Kulcha Remix);In the Zone;2003;Pop;04:29;;;;
Britney Spears;My Prerogative;;2004;Pop;33:00:00;;;;
Britney Spears;(I've Just Begun) Having My Fun (Non-Album Bonus Track);;2004;Pop;22:00;;;;
Britney Spears;Do Somethin';;2004;Pop;22:00;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Candy;;;;;#REF!;;;;
Candy;Lasa-ma in pace;Candy;2000;Pop;03:40;;;;
Candy;Mergem la mare;Candy;2000;Pop;03:48;;;;
Candy;Esti indiferent;Candy;2000;Pop;03:43;;;;
Candy;Lasa-ma in pace - rmx -;Candy;2000;Pop;06:19;;;;
Candy;Sunt fata care iti place;Candy;2000;Pop;03:22;;;;
Candy;Nu mai vreau singuratate;Candy;2000;Pop;04:18;;;;
Candy;De ce nu intelegi?;O seara perfecta;2001;Pop;03:26;;;;
Candy;N-am sa uit;O seara perfecta;2001;Pop;04:44;;;;
Candy;Candva;O seara perfecta;2001;Pop;03:00;;;;
Candy;Nu ne place scoala;O seara perfecta;2001;Pop;03:58;;;;
Candy;Poveste de iubire;O seara perfecta;2001;Pop;03:49;;;;
Candy;Nu te pot ierta;O seara perfecta;2001;Pop;03:48;;;;
Candy;In noaptea de Craciun;O seara perfecta;2001;Pop;03:30;;;;
Candy;Nu pot sa cred;O seara perfecta;2001;Pop;03:36;;;;
Candy;O seara perfecta;O seara perfecta;2001;Pop;03:18;;;;
Candy;Esti baiatul care imi place;O seara perfecta;2001;Pop;03:56;;;;
Candy;Seara iti pare rau;De vis;2002;Pop;03:46;;;;
Candy;Te iert;De vis;2002;Pop;03:38;;;;
Candy;N-am sa uit;De vis;2002;Pop;04:18;;;;
Candy;Spune-mi;De vis;2002;Pop;02:43;;;;
Candy;De cate ori;De vis;2002;Pop;02:33;;;;
Candy;De ce?;De vis;2002;Pop;03:44;;;;
Candy;Ce va fi;De vis;2002;Pop;03:54;;;;
Candy;Doar un vis;De vis;2002;Pop;02:39;;;;
Candy;Printul viselor;De vis;2002;Pop;03:23;;;;
Candy;Cazut din cer;De vis;2002;Pop;03:26;;;;
Candy;Hey-la;Poveste;2003;Pop;03:07;;;;
Candy;Cine esti?;Poveste;2003;Pop;03:19;;;;
Candy;Poveste;Poveste;2003;Pop;03:33;;;;
Candy;Ochii tai;Poveste;2003;Pop;03:18;;;;
Candy;Primul sarut;Poveste;2003;Pop;02:49;;;;
Candy;Ramai;Poveste;2003;Pop;03:35;;;;
Candy;Nu renunta;Poveste;2003;Pop;03:25;;;;
Candy;Vreau sa dansez;Poveste;2003;Pop;03:20;;;;
Candy;Fitze;Poveste;2003;Pop;03:45;;;;
Candy;Obraznic;Poveste;2003;Pop;03:18;;;;
Candy;Dimineti de vara;;;;03:36;;;;
Candy;Impreuna;;;;03:32;;;;
Candy;Mi-ai promis candva;;;;03:03;;;;
Candy;N-am sa uit;;;;04:46;;;;
Candy;N-am sa uit (rmx);;;;04:18;;;;
Candy;Nu mai sta pe ganduri;;;;03:22;;;;
Candy;Poveste de iubire;;;;03:52;;;;
Candy;Te Vreau Aproape;;;;03:46;;;;
Candy;Te-am visat;;;;03:21;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Cartoons DK;;;;;#REF!;;;;
Cartoons DK;Witch Doctor;Toonage;1998;Electronic;03:07;;;;
Cartoons DK;Doodah;Toonage;1998;Electronic;03:13;;;;
Cartoons DK;Hold Me;Toonage;1998;Electronic;03:06;;;;
Cartoons DK;Ramalama Daisy;Toonage;1998;Electronic;03:44;;;;
Cartoons DK;Yoko;Toonage;1998;Electronic;03:28;;;;
Cartoons DK;Who Put the Bomp;Toonage;1998;Electronic;03:47;;;;
Cartoons DK;De Do Do Do De Da Da Da;Toonage;1998;Electronic;03:20;;;;
Cartoons DK;Let's Go Childish;Toonage;1998;Electronic;03:06;;;;
Cartoons DK;Aisy Waisy;Toonage;1998;Electronic;02:56;;;;
Cartoons DK;Listen to My Heart;Toonage;1998;Electronic;04:22;;;;
Cartoons DK;Intro;Toontastic!;2000;Electronic;00:33;;;;
Cartoons DK;Diddley-Dee;Toontastic!;2000;Electronic;03:02;;;;
Cartoons DK;Little Red Ridinghood;Toontastic!;2000;Electronic;03:19;;;;
Cartoons DK;Chirpy Chirpy Cheep Cheep;Toontastic!;2000;Electronic;03:18;;;;
Cartoons DK;Mama Loo;Toontastic!;2000;Electronic;03:17;;;;
Cartoons DK;Alehla;Toontastic!;2000;Electronic;03:02;;;;
Cartoons DK;Hippie From Mississippi;Toontastic!;2000;Electronic;03:34;;;;
Cartoons DK;Breaking Up Is Hard To Do;Toontastic!;2000;Electronic;02:43;;;;
Cartoons DK;Big Coconuts;Toontastic!;2000;Electronic;03:19;;;;
Cartoons DK;Eany Meany;Toontastic!;2000;Electronic;03:38;;;;
Cartoons DK;Shooby Dooby Baby;Toontastic!;2000;Electronic;03:07;;;;
Cartoons DK;Witch Doctor;More Toonage;2003;Electronic;03:06;;;;
Cartoons DK;Doodah;More Toonage;2003;Electronic;03:12;;;;
Cartoons DK;Hold Me;More Toonage;2003;Electronic;03:06;;;;
Cartoons DK;Ramalama Daisy;More Toonage;2003;Electronic;03:42;;;;
Cartoons DK;Yoko;More Toonage;2003;Electronic;03:25;;;;
Cartoons DK;Who Put The Bomp;More Toonage;2003;Electronic;03:47;;;;
Cartoons DK;De Do Do Do De Da Da Da;More Toonage;2003;Electronic;03:20;;;;
Cartoons DK;Let's Go Childish;More Toonage;2003;Electronic;03:06;;;;
Cartoons DK;Aisy Waisy;More Toonage;2003;Electronic;02:56;;;;
Cartoons DK;Listen To My Heart;More Toonage;2003;Electronic;04:21;;;;
Cartoons DK;Doodah (Spanish Version);More Toonage;2003;Electronic;03:12;;;;
Cartoons DK;Witch Doctor (Spanish Version);More Toonage;2003;Electronic;03:05;;;;
Cartoons DK;Santa Claus Is Coming To Town;More Toonage;2003;Electronic;02:45;;;;
Cartoons DK;Just Cant Wait;More Toonage;2003;Electronic;03:30;;;;
Cartoons DK;Millenium Megamix (Witchdoctor/Doodah/Yoko);More Toonage;2003;Electronic;04:56;;;;
;;;;;;;;;
Cascada;;;;;#REF!;;;;
Cascada;Everytime We Touch;Everytime We Touch;2006;Dance;03:16;;;;
Cascada;How Do You Do!;Everytime We Touch;2006;Dance;03:15;;;;
Cascada;Bad Boy;Everytime We Touch;2006;Dance;03:12;;;;
Cascada;Miracle;Everytime We Touch;2006;Dance;03:38;;;;
Cascada;Another You;Everytime We Touch;2006;Dance;03:39;;;;
Cascada;Ready for Love;Everytime We Touch;2006;Dance;03:23;;;;
Cascada;Can't Stop the Rain;Everytime We Touch;2006;Dance;03:28;;;;
Cascada;Kids In America;Everytime We Touch;2006;Dance;03:00;;;;
Cascada;A Neverending Dream;Everytime We Touch;2006;Dance;03:23;;;;
Cascada;Truly Madly Deeply;Everytime We Touch;2006;Dance;04:11;;;;
Cascada;One More Night;Everytime We Touch;2006;Dance;03:42;;;;
Cascada;Wouldn't It Be Good;Everytime We Touch;2006;Dance;03:27;;;;
Cascada;Love Again;Everytime We Touch;2006;Dance;03:28;;;;
Cascada;Everytime We Touch (Yanou's Candlelight Mix);Everytime We Touch;2006;Dance;03:15;;;;
;;;;;;;;;
Chisato Moritaka;;;;;#REF!;;;;
Chisato Moritaka;17?;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;ALONE;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;GET SMILE;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;NEW SEASON;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???????????;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;??????(?????????????);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;??????(???????????????);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???(????????????);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;?;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;??;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???????;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???(???????????);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;????!!;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;????;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???? (Watashi No Natsu);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???? (Watarase Bashi);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???????????(???????????);the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;???????????!!;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;?;the best selection of first moritaka 1987-1993;1999;Jpop;;;;;
Chisato Moritaka;17 Sai;;1989;Jpop;;;;;
Chisato Moritaka;19 Growing Up;;;Jpop;;;;;
Chisato Moritaka;Benkyo No Uta;;;Jpop;;;;;
Chisato Moritaka;Hachi Gatsu No Koi;;;Jpop;;;;;
Chisato Moritaka;Iro;;;Jpop;;;;;
Chisato Moritaka;Jin Jin Jingle Bell;;;Jpop;;;;;
Chisato Moritaka;Konomachi;;;Jpop;;;;;
Chisato Moritaka;Locomotion;;;Jpop;;;;;
Chisato Moritaka;Memories;;;Jpop;;;;;
Chisato Moritaka;Seishunn;;;Jpop;;;;;
Chisato Moritaka;Snow Again;;;Jpop;;;;;
Chisato Moritaka;So Blue;;;Jpop;;;;;
Chisato Moritaka;Te Wo Tatakou;;;Jpop;;;;;
Chisato Moritaka;Tony Slavin;;;Jpop;;;;;
Chisato Moritaka;Watashi Ga Obasan Ni Nattemo;;;Jpop;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Cleopatra Stratan;;;;;#REF!;;;;
Cleopatra Stratan;Ghita;La varsta de 3 ani;2006;Folk;03:18;;;;
Cleopatra Stratan;Cutu;La varsta de 3 ani;2006;Folk;03:05;;;;
Cleopatra Stratan;Te-am Intalnit;La varsta de 3 ani;2006;Folk;02:39;;;;
Cleopatra Stratan;Sansa;La varsta de 3 ani;2006;Folk;02:24;;;;
Cleopatra Stratan;Noapte Buna;La varsta de 3 ani;2006;Folk;03:55;;;;
Cleopatra Stratan;Surprize;La varsta de 3 ani;2006;Folk;03:24;;;;
Cleopatra Stratan;Numar pan' la unu;La varsta de 3 ani;2006;Folk;02:47;;;;
Cleopatra Stratan;Mama;La varsta de 3 ani;2006;Folk;04:00;;;;
Cleopatra Stratan;De ce;La varsta de 3 ani;2006;Folk;04:17;;;;
Cleopatra Stratan;Zuzu-zuzu;La varsta de 3 ani;2006;Folk;02:10;;;;
Cleopatra Stratan;Oare Cat;La varsta de 3 ani;2006;Folk;02:03;;;;
Cleopatra Stratan;Pasarea Pistruie;La varsta de 3 ani;2006;Folk;03:46;;;;
;;;;;;;;;
Country Boys;;;;;#REF!;;;;
Country Boys;Cat as vrea;Ia mai zi o saltareata;2000;Country;03:22;;;;
Country Boys;Brasoveanca;Ia mai zi o saltareata;2000;Country;03:39;;;;
Country Boys;Suntem iar la mare;Ia mai zi o saltareata;2000;Country;03:18;;;;
Country Boys;Ia mai zi o saltareata;Ia mai zi o saltareata;2000;Country;03:22;;;;
Country Boys;Lautare zi ceva;Ia mai zi o saltareata;2000;Country;03:16;;;;
Country Boys;Mi-o zis mama sa ma-nsor;Ia mai zi o saltareata;2000;Country;03:24;;;;
Country Boys;Asa se intampla vara;Ia mai zi o saltareata;2000;Country;04:18;;;;
Country Boys;Life in country;Ia mai zi o saltareata;2000;Country;03:25;;;;
Country Boys;Mamaliga;Hai inima hai;2001;Country;03:53;;;;
Country Boys;Trandafir de la Moldova;Hai inima hai;2001;Country;03:26;;;;
Country Boys;Ai plecat;Hai inima hai;2001;Country;03:09;;;;
Country Boys;Daca ai nevasta rea;Hai inima hai;2001;Country;03:10;;;;
Country Boys;Roata morii;Hai inima hai;2001;Country;03:30;;;;
Country Boys;Hai inima hai;Hai inima hai;2001;Country;03:26;;;;
Country Boys;Zarzarea;Hai inima hai;2001;Country;03:31;;;;
Country Boys;Trec tiganii;Hai inima hai;2001;Country;03:24;;;;
;;;;;;;;;
Crazy Frog;;;;;#REF!;;;;
Crazy Frog;Intro;Crazy Hits;2005;Electronic;01:02;;;;
Crazy Frog;Axel F;Crazy Hits;2005;Electronic;02:54;;;;
Crazy Frog;Popcorn;Crazy Hits;2005;Electronic;03:12;;;;
Crazy Frog;Whoomp! (There it is);Crazy Hits;2005;Electronic;02:52;;;;
Crazy Frog;1001 Nights;Crazy Hits;2005;Electronic;02:55;;;;
Crazy Frog;Bailando;Crazy Hits;2005;Electronic;03:35;;;;
Crazy Frog;Don't You Want Me;Crazy Hits;2005;Electronic;02:57;;;;
Crazy Frog;Dirty Frog;Crazy Hits;2005;Electronic;03:35;;;;
Crazy Frog;Magic Melody;Crazy Hits;2005;Electronic;03:15;;;;
Crazy Frog;Pump Up the Jam;Crazy Hits;2005;Electronic;03:09;;;;
Crazy Frog;In the 80s;Crazy Hits;2005;Electronic;03:32;;;;
Crazy Frog;Pinocchio;Crazy Hits;2005;Electronic;02:58;;;;
Crazy Frog;Wonderland;Crazy Hits;2005;Electronic;03:31;;;;
Crazy Frog;Dallas (Theme);Crazy Hits;2005;Electronic;03:15;;;;
Crazy Frog;The Pink Panther;Crazy Hits;2005;Electronic;02:34;;;;
Crazy Frog;Crazy Sounds (Acapella);Crazy Hits;2005;Electronic;03:08;;;;
Crazy Frog;Crazy Frog in the House (Knightrid);More Crazy Hits;2006;Electronic;02:58;;;;
Crazy Frog;We Are the Champions (Ding A Dang Dong);More Crazy Hits;2006;Electronic;02:56;;;;
Crazy Frog;Living on Video;More Crazy Hits;2006;Electronic;03:10;;;;
Crazy Frog;Cotton Eye Joe;More Crazy Hits;2006;Electronic;02:47;;;;
Crazy Frog;Blue;More Crazy Hits;2006;Electronic;02:47;;;;
Crazy Frog;Everytime We Touch;More Crazy Hits;2006;Electronic;03:24;;;;
Crazy Frog;Hey Baby;More Crazy Hits;2006;Electronic;02:51;;;;
Crazy Frog;Crazy Jodeling;More Crazy Hits;2006;Electronic;02:54;;;;
Crazy Frog;The Final Countdown;More Crazy Hits;2006;Electronic;02:52;;;;
Crazy Frog;Axel F;More Crazy Hits;2006;Electronic;02:51;;;;
Crazy Frog;Last Christmas;More Crazy Hits;2006;Electronic;03:12;;;;
Crazy Frog;Popcorn;More Crazy Hits;2006;Electronic;02:47;;;;
Crazy Frog;Copa Banana;More Crazy Hits;2006;Electronic;03:18;;;;
Crazy Frog;Go Froggy Go;More Crazy Hits;2006;Electronic;02:57;;;;
Crazy Frog;Rock Steady;More Crazy Hits;2006;Electronic;02:43;;;;
Crazy Frog;In the 80's;More Crazy Hits;2006;Electronic;03:30;;;;
Crazy Frog;Super Crazy Sounds;More Crazy Hits;2006;Electronic;02:31;;;;
Crazy Frog;Intro (Crazy Frog LP1);Crazy Hits (US Edition);2005;Electronic;01:01;;;;
Crazy Frog;Axel F;Crazy Hits (US Edition);2005;Electronic;02:49;;;;
Crazy Frog;We Like to Party;Crazy Hits (US Edition);2005;Electronic;03:25;;;;
Crazy Frog;Get Ready for This;Crazy Hits (US Edition);2005;Electronic;03:03;;;;
Crazy Frog;I Like to Move It;Crazy Hits (US Edition);2005;Electronic;02:59;;;;
Crazy Frog;Who Let the Frog Out;Crazy Hits (US Edition);2005;Electronic;02:56;;;;
Crazy Frog;Popcorn;Crazy Hits (US Edition);2005;Electronic;03:10;;;;
Crazy Frog;Pump Up the Jam;Crazy Hits (US Edition);2005;Electronic;03:04;;;;
Crazy Frog;Whoomp (There It Is);Crazy Hits (US Edition);2005;Electronic;02:47;;;;
Crazy Frog;In the 80's;Crazy Hits (US Edition);2005;Electronic;03:27;;;;
Crazy Frog;Crazy Frog Sounds;Crazy Hits (US Edition);2005;Electronic;03:09;;;;
Crazy Frog;Hip Hop Hooray;Crazy Hits (US Edition);2005;Electronic;03:01;;;;
Crazy Frog;Intro (Go Froggy Go);More Crazy Hits (US Edition);2006;Electronic;00:34;;;;
Crazy Frog;We Are the Champions (Ding a Dang Dong);More Crazy Hits (US Edition);2006;Electronic;02:57;;;;
Crazy Frog;Crazy Frog In the House (Knightrider);More Crazy Hits (US Edition);2006;Electronic;03:16;;;;
Crazy Frog;Cotton Eyed Joe;More Crazy Hits (US Edition);2006;Electronic;02:49;;;;
Crazy Frog;Ice Ice Baby;More Crazy Hits (US Edition);2006;Electronic;04:02;;;;
Crazy Frog;Blue;More Crazy Hits (US Edition);2006;Electronic;02:48;;;;
Crazy Frog;Kiss Him Goodbye (Na Na Na Hey Hey);More Crazy Hits (US Edition);2006;Electronic;03:05;;;;
Crazy Frog;Hey Baby;More Crazy Hits (US Edition);2006;Electronic;02:50;;;;
Crazy Frog;I Will Survive;More Crazy Hits (US Edition);2006;Electronic;03:25;;;;
Crazy Frog;Rock Steady;More Crazy Hits (US Edition);2006;Electronic;02:42;;;;
Crazy Frog;Copa Banana;More Crazy Hits (US Edition);2006;Electronic;03:17;;;;
;;;;;;;;;
°C-ute;;;;;#REF!;;;;
°C-ute;Massara Blue Jeans;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Wakkyanai (Z);Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Soku Dakishimete;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;?kina Ai de Motenashite;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Time Capsule;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Everday Yeah! Kataomoi;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;As One;Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Yes! Shiawase (°C-ute Version);Cutie Queen Vol.1;2006;Jpop;;;;;
°C-ute;Endless Love ~I Love You More~ (°C-ute Version);Cutie Queen Vol.1;2006;Jpop;;;;;
;;;;;;;;;
Cyndi Wang;;;;;#REF!;;;;
Cyndi Wang;??????;Begin…;2003;Cpop;;;;;
Cyndi Wang;BEAUTY;Begin…;2003;Cpop;;;;;
Cyndi Wang;??;Begin…;2003;Cpop;;;;;
Cyndi Wang;ON MY WAY;Begin…;2003;Cpop;;;;;
Cyndi Wang;???;Begin…;2003;Cpop;;;;;
Cyndi Wang;BABY BABY TELL ME;Begin…;2003;Cpop;;;;;
Cyndi Wang;?soul-mate;Begin…;2003;Cpop;;;;;
Cyndi Wang;AS TIME GOES BY;Begin…;2003;Cpop;;;;;
Cyndi Wang;?……;Begin…;2003;Cpop;;;;;
Cyndi Wang;????;Begin…;2003;Cpop;;;;;
Cyndi Wang;??;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;??;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;???;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;????;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;???;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;????;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;??????;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;????;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;????;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;??;Cyndi Loves You;2004;Cpop;;;;;
Cyndi Wang;2005 ????;;;;;;;;
Cyndi Wang;DA DA DA;;;;;;;;
Cyndi Wang;?????? (???);;;;;;;;
Cyndi Wang;?? (???);;;;;;;;
Cyndi Wang;Honey;Honey;2005;Cpop;;;;;
Cyndi Wang;Qiao Qiao Ban;Honey;2005;Cpop;;;;;
Cyndi Wang;Chi Bang;Honey;2005;Cpop;;;;;
Cyndi Wang;Mu Ma Tu Cheng Ji;Honey;2005;Cpop;;;;;
Cyndi Wang;Fei ba;Honey;2005;Cpop;;;;;
Cyndi Wang;Shi Lian Ge Mi Dang;Honey;2005;Cpop;;;;;
Cyndi Wang;Qing Chun Kao Juan;Honey;2005;Cpop;;;;;
Cyndi Wang;Ai De Hua Xiang Yi;Honey;2005;Cpop;;;;;
Cyndi Wang;Wang Xing Fu Chu Fa Ba;Honey;2005;Cpop;;;;;
Cyndi Wang;Ai Qing Cheng Bao;Honey;2005;Cpop;;;;;
Cyndi Wang;???;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;?????;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;????;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;??;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;????;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;????;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;???;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;?????;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;You are my only love;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;Woosa;Cyndi with U;2005;Cpop;;;;;
Cyndi Wang;Ai De Tian Ling Ling;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Na Nian Xia Tian Ning Jing De Hai;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Yuan Lai Zhe Cai Shi Zhen De Ni;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Yue Ding;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Yi Chu De Mi Mi;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Mi Ni Dian Ying;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Ai Shang Le Jiu Bu De Liao;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Wo He Ni;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Hu Die;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;Huo Che Kuai Kai;Magic Cyndi;2007;Cpop;;;;;
Cyndi Wang;??;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;??;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;????;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;??;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;???;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;??????;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;????;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;?????;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;???;Fly! Cyndi;2007;Cpop;;;;;
Cyndi Wang;???;Fly! Cyndi;2007;Cpop;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Danna Paola;;;;;#REF!;;;;
Danna Paola;Klon Klin;Mi Globo Azul;2002;Pop latino;03:40;;;;
Danna Paola;Huesito de Chabacano;Mi Globo Azul;2002;Pop latino;03:29;;;;
Danna Paola;Esa Es Mi Mamita Linda;Mi Globo Azul;2002;Pop latino;02:37;;;;
Danna Paola;La Gallina Turuleca;Mi Globo Azul;2002;Pop latino;03:01;;;;
Danna Paola;Carrusel de la Esperanza;Mi Globo Azul;2002;Pop latino;03:19;;;;
Danna Paola;Mi Globo Azúl;Mi Globo Azul;2002;Pop latino;04:03;;;;
Danna Paola;Ilarie;Mi Globo Azul;2002;Pop latino;03:49;;;;
Danna Paola;Los Papás de Mis Papitos;Mi Globo Azul;2002;Pop latino;03:06;;;;
Danna Paola;El Baile de los Pajaritos;Mi Globo Azul;2002;Pop latino;03:33;;;;
Danna Paola;Mágico Osito;Mi Globo Azul;2002;Pop latino;03:38;;;;
Danna Paola;Campanita y Juan Peste?as;Mi Globo Azul;2002;Pop latino;02:16;;;;
Danna Paola;María Belem;Mi Globo Azul;2002;Pop latino;03:10;;;;
Danna Paola;Bla, Bla, Bla;Oceano;2004;Pop;02:39;;;;
Danna Paola;Marioneta;Oceano;2004;Pop;04:03;;;;
Danna Paola;Caminos de Luz (Danna Version);Oceano;2004;Pop;03:43;;;;
Danna Paola;Dame la Luna;Oceano;2004;Pop;04:17;;;;
Danna Paola;Se?or Reloj;Oceano;2004;Pop;02:51;+;;;
Danna Paola;Azul Como el Cielo (Danna Version);Oceano;2004;Pop;03:38;;;;
Danna Paola;Criaturas Japonesas;Oceano;2004;Pop;03:10;;;;
Danna Paola;Principe Azul;Oceano;2004;Pop;04:10;+;;;
Danna Paola;Mi Mamá Me Va a Castigar;Oceano;2004;Pop;02:37;+;;;
Danna Paola;Un Paso Atras;Oceano;2004;Pop;03:17;+;;;
Danna Paola;Late Mi Corazón (Version Pop);Chiquita Pero Picosa;2005;Pop;04:04;;;;
Danna Paola;Se?or Reloj;Chiquita Pero Picosa;2005;Pop;02:49;;;;
Danna Paola;Chiquita Pero Picosa (Versión Pop);Chiquita Pero Picosa;2005;Pop;03:24;;;;
Danna Paola;Bicho Bicho (Version Pop);Chiquita Pero Picosa;2005;Pop;03:06;;;;
Danna Paola;Un Paso Atras;Chiquita Pero Picosa;2005;Pop;03:16;;;;
