"","artist","song name","album name","year","genre","song length"
"1981","Desert Rose Band","One That Got Away","The Desert Rose Band","1987","Country","03:34"
"1982","Desert Rose Band","Once More","The Desert Rose Band","1987","Country","03:45"
"1983","Desert Rose Band","Glass Hearts","The Desert Rose Band","1987","Country","02:55"
"1984","Desert Rose Band","Hard Times","The Desert Rose Band","1987","Country","02:53"
"1985","Desert Rose Band","She Don't Love Nobody","Running","1988","Country","02:58"
"1986","Desert Rose Band","Running","Running","1988","Country","04:08"
"1987","Desert Rose Band","Hello Trouble","Running","1988","Country","02:03"
"1988","Desert Rose Band","I Still Believe In You","Running","1988","Country","04:11"
"1989","Desert Rose Band","Summer Wind","Running","1988","Country","03:26"
"1990","Desert Rose Band","For the Rich Man","Running","1988","Country","04:19"
"1991","Desert Rose Band","Step On Out","Running","1988","Country","02:45"
"1992","Desert Rose Band","Homeless","Running","1988","Country","04:45"
"1993","Desert Rose Band","Livin' In the House","Running","1988","Country","02:47"
"1994","Desert Rose Band","Our Songs","Running","1988","Country","03:26"
"1995","Desert Rose Band","Story of Love","Pages of Life","1990","Country","02:33"
"1996","Desert Rose Band","Start All Over Again","Pages of Life","1990","Country","04:31"
"1997","Desert Rose Band","Missing You","Pages of Life","1990","Country","03:52"
"1998","Desert Rose Band","Just a Memory","Pages of Life","1990","Country","03:31"
"1999","Desert Rose Band","God's Plan","Pages of Life","1990","Country","04:10"
"2000","Desert Rose Band","Darkness On the Playground","Pages of Life","1990","Country","04:52"
"2001","Desert Rose Band","Our Baby's Gone","Pages of Life","1990","Country","02:44"
"2002","Desert Rose Band","Time Passes Me By","Pages of Life","1990","Country","03:00"
"2003","Desert Rose Band","Everybody's Hero","Pages of Life","1990","Country","03:18"
"2004","Desert Rose Band","In Another Lifetime","Pages of Life","1990","Country","04:50"
"2005","Desert Rose Band","Desert Rose","Pages of Life","1990","Country","02:44"
"2006","Desert Rose Band","You Can Go Home","True Love","1991","Country","03:33"
"2007","Desert Rose Band","It Takes a Believer","True Love","1991","Country","03:34"
"2008","Desert Rose Band","Twilight Is Gone","True Love","1991","Country","03:40"
"2009","Desert Rose Band","No One Else","True Love","1991","Country","03:19"
"2010","Desert Rose Band","A Matter of Time","True Love","1991","Country","04:02"
"2011","Desert Rose Band","Undying Love (Featuring Alison Krauss)","True Love","1991","Country","02:47"
"2012","Desert Rose Band","Behind These Walls","True Love","1991","Country","03:23"
"2013","Desert Rose Band","True Love","True Love","1991","Country","03:07"
"2014","Desert Rose Band","Glory and Power","True Love","1991","Country","03:25"
"2015","Desert Rose Band","Shades of Blue","True Love","1991","Country","03:26"
"2016","Desert Rose Band","What About Love","Life Goes On","1993","Country","03:28"
"2017","Desert Rose Band","Night After Night","Life Goes On","1993","Country","03:21"
"2018","Desert Rose Band","Walk on By","Life Goes On","1993","Country","02:55"
"2019","Desert Rose Band","Love's Refugees","Life Goes On","1993","Country","03:25"
"2020","Desert Rose Band","Life Goes On","Life Goes On","1993","Country","03:20"
"2021","Desert Rose Band","That's Not the Way","Life Goes On","1993","Country","03:49"
"2022","Desert Rose Band","Till It's Over","Life Goes On","1993","Country","03:07"
"2023","Desert Rose Band","Hold On","Life Goes On","1993","Country","03:54"
"2024","Desert Rose Band","Little Rain","Life Goes On","1993","Country","02:50"
"2025","Desert Rose Band","Throw Me a Lifeline","Life Goes On","1993","Country","03:13"
"2038","Desperado","Weekend la padure","Oameni de treaba","2001","Country","02:46"
"2039","Desperado","Vine o vreme","Oameni de treaba","2001","Country","04:15"
"2040","Desperado","Lenea","Oameni de treaba","2001","Country","03:38"
"2041","Desperado","Oameni de treaba","Oameni de treaba","2001","Country","04:34"
"2042","Desperado","Nu sunt de vina","Oameni de treaba","2001","Country","04:37"
"2043","Desperado","Vaccinul","Oameni de treaba","2001","Country","03:44"
"2044","Desperado","Unde pleci si cand te-ntorci","Oameni de treaba","2001","Country","04:26"
"2045","Desperado","Oameni de treaba - se intoarce","Oameni de treaba","2001","Country","01:59"
"2046","Desperado","La fel ca tata","La fel ca tata","2003","Country","03:22"
"2047","Desperado","Hey-ho","La fel ca tata","2003","Country","03:56"
"2048","Desperado","Betivan ratat","La fel ca tata","2003","Country","04:05"
"2049","Desperado","Fata de la tara","La fel ca tata","2003","Country","04:17"
"2050","Desperado","La o ferma de gaini","La fel ca tata","2003","Country","03:44"
"2051","Desperado","Lasa-ma sa beau muiere","La fel ca tata","2003","Country","03:17"
"2052","Desperado","Trannsylvania cowboy","La fel ca tata","2003","Country","04:12"
"2053","Desperado","Cea mai buna","La fel ca tata","2003","Country","04:38"
"2054","Desperado","Te pierd","La fel ca tata","2003","Country","04:16"
"2055","Desperado","Spune-i","La fel ca tata","2003","Country","04:39"
"2056","Desperado","Te vrea numai pentru ea","La fel ca tata","2003","Country","04:14"
"2065","Lola","Si Me Besas","Erase una Vez","2007","Latino","12:00"
"2066","Lola","SÈ Muy Bien (Then I Woke Up)","Erase una Vez","2007","Latino","52:00:00"
"2067","Lola","Lo Que Fue No Ser· (When It All Falls Apart)","Erase una Vez","2007","Latino","30:00:00"
"2068","Lola","Sapo Azul","Erase una Vez","2007","Latino","40:00:00"
"2069","Lola","Espiral","Erase una Vez","2007","Latino","15:00"
"2070","Lola","Princessa","Erase una Vez","2007","Latino","14:00"
"2071","Lola","Ven y Dime","Erase una Vez","2007","Latino","01:00"
"2072","Lola","Y Te Vas de AquÌ","Erase una Vez","2007","Latino","40:00:00"
"2073","Lola","Masoquismo","Erase una Vez","2007","Latino","40:00:00"
"2074","Lola","Tu Circo","Erase una Vez","2007","Latino","38:00:00"
"2075","Lola & AarÛn DÌaz","M·gico","Erase una Vez","2007","Latino","32:00:00"
"2076","Lola","SabrÈ Que Eres Tu","Erase una Vez","2007","Latino","51:00:00"
"2077","Lola","Si Vendr·s","Erase una Vez","2007","Latino","18:00"
"2078","Lola","Voy a Salir a Buscarte","Erase una Vez","2007","Latino","48:00:00"
"2079","Lola","Basta","Erase una Vez","2007","Latino","27:00:00"
"2080","Lola","Nada CambiÛ","Erase una Vez","2007","Latino","15:00"
"2081","Lola","La Vida Es una CanciÛn","Erase una Vez","2007","Latino","14:00"
"2082","Lola","DÈjame Volar","Erase una Vez","2007","Latino","08:00"
"2083","Lola","Cuando Te Vayas","Erase una Vez","2007","Latino","28:00:00"
"2084","Lola","Yo Estoy AquÌ","Erase una Vez","2007","Latino","26:00:00"
"2085","Lola","Hoy Sin TÌ","Erase una Vez","2007","Latino","15:00"
"2086","Lola","Puedo Sentir","Erase una Vez","2007","Latino","12:00"
"2087","Lola","Ya Te Vi","Erase una Vez","2007","Latino","25:00:00"
"2088","Lola","Flores Amarillas","Erase una Vez","2007","Latino","35:00:00"
"2089","Eiza","Impredecible","Contracorriente","2009","Pop Latino","31:00:00"
"2090","Eiza","?Y CÛmo Fue?","Contracorriente","2009","Pop Latino","43:00:00"
"2091","Eiza","TodavÌa","Contracorriente","2009","Pop Latino","03:00"
"2092","Eiza","Mi Destino Soy Yo","Contracorriente","2009","Pop Latino","15:00"
"2093","Eiza","PerdiÈndolo Todo","Contracorriente","2009","Pop Latino","38:00:00"
"2094","Eiza","Dilo de una Vez (Roundabout)","Contracorriente","2009","Pop Latino","39:00:00"
"2095","Eiza","CaminarÈ","Contracorriente","2009","Pop Latino","29:00:00"
"2096","Eiza","La Vida Es un Blues","Contracorriente","2009","Pop Latino","52:00:00"
"2097","Eiza","QuiÈreme Bien","Contracorriente","2009","Pop Latino","16:00"
"2098","Eiza","Lo Que Ahora Soy","Contracorriente","2009","Pop Latino","31:00:00"
"2099","Eiza","Dulce Apariencia","Contracorriente","2009","Pop Latino","32:00:00"
"2100","Eiza","Dentro","Contracorriente","2009","Pop Latino","44:00:00"
"2281","Eminem","Public Service Announcement","The Slim Shady LP","1999","Hip-Hop/Rap","00:33"
"2282","Eminem","My Name Is","The Slim Shady LP","1999","Hip-Hop/Rap","04:28"
"2283","Eminem & Dr. Dre","Guilty Conscience","The Slim Shady LP","1999","Hip-Hop/Rap","03:19"
"2284","Eminem","Brain Damage","The Slim Shady LP","1999","Hip-Hop/Rap","03:46"
"2285","Eminem & Paul ""Bunyan"" Rosenburg","Paul (Skit)","The Slim Shady LP","1999","Hip-Hop/Rap","00:15"
"2286","Eminem","If I Had","The Slim Shady LP","1999","Hip-Hop/Rap","04:05"
"2287","Eminem","'97 Bonnie and Clyde","The Slim Shady LP","1999","Hip-Hop/Rap","05:16"
"2288","Eminem & Zoe Winkler","Bitch (Skit)","The Slim Shady LP","1999","Hip-Hop/Rap","00:19"
"2289","Eminem","Role Model","The Slim Shady LP","1999","Hip-Hop/Rap","03:25"
"2290","Eminem, Jeff Bass & Mark Bass","Lounge (Skit)","The Slim Shady LP","1999","Hip-Hop/Rap","00:46"
"2291","Eminem","My Fault","The Slim Shady LP","1999","Hip-Hop/Rap","04:01"
"2292","Aristotle, Eminem & Mark Bass","Ken Kaniff (Skit)","The Slim Shady LP","1999","Hip-Hop/Rap","01:16"
"2293","Eminem","C*m on Everybody","The Slim Shady LP","1999","Hip-Hop/Rap","03:39"
"2294","Eminem","Rock Bottom","The Slim Shady LP","1999","Hip-Hop/Rap","03:34"
"2295","Eminem","Just Don't Give a F**k","The Slim Shady LP","1999","Hip-Hop/Rap","04:02"
"2296","Eminem, Jeff Bass & Royce da 5'9""","Soap (Skit)","The Slim Shady LP","1999","Hip-Hop/Rap","00:34"
"2297","Eminem","As the World Turns","The Slim Shady LP","1999","Hip-Hop/Rap","04:25"
"2298","Eminem","I'm Shady","The Slim Shady LP","1999","Hip-Hop/Rap","03:31"
"2299","Eminem","Bad Meets Evil","The Slim Shady LP","1999","Hip-Hop/Rap","04:13"
"2300","Eminem","Still Don't Give a F**k","The Slim Shady LP","1999","Hip-Hop/Rap","04:12"
"2301","Eminem","Public Service Announcement 2000","The Marshall Mathers LP","2000","Hip-Hop/Rap","00:27"
"2302","Eminem","Kill You","The Marshall Mathers LP","2000","Hip-Hop/Rap","04:24"
"2303","Eminem & Dido","Stan","The Marshall Mathers LP","2000","Hip-Hop/Rap","06:44"
"2304","Eminem & Paul ""Bunyan"" Rosenburg","Paul (Skit)","The Marshall Mathers LP","2000","Hip-Hop/Rap","00:10"
"2305","Eminem","Who Knew","The Marshall Mathers LP","2000","Hip-Hop/Rap","03:47"
"2306","Eminem & Steve Berman","Steve Berman (Skit)","The Marshall Mathers LP","2000","Hip-Hop/Rap","00:53"
"2307","Eminem","The Way I Am","The Marshall Mathers LP","2000","Hip-Hop/Rap","04:50"
"2308","Eminem","The Real Slim Shady","The Marshall Mathers LP","2000","Hip-Hop/Rap","04:44"
"2309","Eminem, RBX & Sticky Fingaz","Remember Me?","The Marshall Mathers LP","2000","Hip-Hop/Rap","03:38"
"2310","Eminem","I'm Back","The Marshall Mathers LP","2000","Hip-Hop/Rap","05:09"
"2311","Eminem","Marshall Mathers","The Marshall Mathers LP","2000","Hip-Hop/Rap","05:21"
"2312","Eminem","Ken Kaniff (Skit)","The Marshall Mathers LP","2000","Hip-Hop/Rap","01:01"
"2313","Eminem","Drug Ballad","The Marshall Mathers LP","2000","Hip-Hop/Rap","05:00"
"2314","Eminem & Bizarre","Amityville","The Marshall Mathers LP","2000","Hip-Hop/Rap","04:14"
"2315","Dr. Dre, Eminem, Nate Dogg, Snoop Dogg & Xzibit","Bitch Please 2","The Marshall Mathers LP","2000","Hip-Hop/Rap","04:48"
"2316","Eminem","Kim","The Marshall Mathers LP","2000","Hip-Hop/Rap","06:17"
"2317","Eminem & D12","Under the Influence","The Marshall Mathers LP","2000","Hip-Hop/Rap","05:21"
"2318","Eminem","Criminal","The Marshall Mathers LP","2000","Hip-Hop/Rap","05:19"
"2325","Enya","Watermark","Watermark","1988","New Age","02:25"
"2326","Enya","Cursum Perficio","Watermark","1988","New Age","04:09"
"2327","Enya","On Your Shore","Watermark","1988","New Age","04:00"
"2328","Enya","Storms in Africa, Pt. 1","Watermark","1988","New Age","04:04"
"2329","Enya","Exile","Watermark","1988","New Age","04:21"
"2330","Enya","Miss Clare Remembers","Watermark","1988","New Age","01:59"
"2331","Enya","Orinoco Flow","Watermark","1988","New Age","04:26"
"2332","Enya","Evening Falls...","Watermark","1988","New Age","03:49"
"2333","Enya","River","Watermark","1988","New Age","03:12"
"2334","Enya","The Longships","Watermark","1988","New Age","03:39"
"2335","Enya","Na Laetha Geal M'”ige","Watermark","1988","New Age","03:56"
"2336","Enya","Storms in Africa, Pt. 2","Watermark","1988","New Age","03:01"
"2337","Enya","Shepherd Moons","Shepherd Moons","1991","Vocal","03:45"
"2338","Enya","Caribbean Blue","Shepherd Moons","1991","Vocal","03:59"
"2339","Enya","How Can I Keep from Singing?","Shepherd Moons","1991","Vocal","04:25"
"2340","Enya","Ebudae","Shepherd Moons","1991","Vocal","01:56"
"2341","Enya","Angeles","Shepherd Moons","1991","Vocal","04:01"
"2342","Enya","No Holly for Miss Quinn","Shepherd Moons","1991","Vocal","02:43"
"2343","Enya","Book of Days","Shepherd Moons","1991","Vocal","02:56"
"2344","Enya","Evacuee","Shepherd Moons","1991","Vocal","03:50"
"2345","Enya","LothlÛrien","Shepherd Moons","1991","Vocal","02:07"
"2346","Enya","Marble Halls","Shepherd Moons","1991","Vocal","03:54"
"2347","Enya","Afer Ventus","Shepherd Moons","1991","Vocal","04:06"
"2348","Enya","Smaoinim","Shepherd Moons","1991","Vocal","06:07"
"2349","Enya","The Celts","The Celts","1992","New Age","02:57"
"2350","Enya","Aldebaran","The Celts","1992","New Age","03:05"
"2351","Enya","I Want Tomorrow","The Celts","1992","New Age","04:02"
"2352","Enya","March of the Celts","The Celts","1992","New Age","03:17"
"2353","Enya","Deireadh an Tuath","The Celts","1992","New Age","01:44"
"2354","Enya","The Sun in the Stream","The Celts","1992","New Age","02:55"
"2355","Enya","To Go Beyond, Pt. 1","The Celts","1992","New Age","01:21"
"2356","Enya","Fairytale","The Celts","1992","New Age","03:04"
"2357","Enya","Epona","The Celts","1992","New Age","01:37"
"2358","Enya","Triad: St.Patrick/Cu Chulainn/Oisin","The Celts","1992","New Age","04:25"
"2359","Enya","Portrait (Out of the Blue)","The Celts","1992","New Age","03:12"
"2360","Enya","Boadicea","The Celts","1992","New Age","03:32"
"2361","Enya","Bard Dance","The Celts","1992","New Age","01:24"
"2362","Enya","Dan y Dwr","The Celts","1992","New Age","01:42"
"2363","Enya","To Go Beyond, Pt. 2","The Celts","1992","New Age","02:59"
"2364","Enya","The Memory of Trees (Instrumental)","The Memory of Trees","1995","New Age","04:20"
"2365","Enya","Anywhere Is","The Memory of Trees","1995","New Age","03:46"
"2366","Enya","Pax Deorum","The Memory of Trees","1995","New Age","04:59"
"2367","Enya","Athair Ar Neamh","The Memory of Trees","1995","New Age","03:42"
"2368","Enya","From Where I Am (Instumental)","The Memory of Trees","1995","New Age","02:22"
"2369","Enya","China Roses","The Memory of Trees","1995","New Age","04:49"
"2370","Enya","Hope Has a Place","The Memory of Trees","1995","New Age","04:48"
"2371","Enya","Tea-House Moon (Instrumental)","The Memory of Trees","1995","New Age","02:43"
"2372","Enya","Once You Had Gold","The Memory of Trees","1995","New Age","03:18"
"2373","Enya","La Sonadora","The Memory of Trees","1995","New Age","03:38"
"2374","Enya","On My Way Home","The Memory of Trees","1995","New Age","05:09"
"2375","Enya","Orinoco Flow","Paint the Sky with Stars - The Best of Enya","1997","New Age","04:27"
"2376","Enya","Caribbean Blue","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:59"
"2377","Enya","Book of Days","Paint the Sky with Stars - The Best of Enya","1997","New Age","02:56"
"2378","Enya","Anywhere Is","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:46"
"2379","Enya","Only If...","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:19"
"2380","Enya","The Celts","Paint the Sky with Stars - The Best of Enya","1997","New Age","02:57"
"2381","Enya","China Roses","Paint the Sky with Stars - The Best of Enya","1997","New Age","04:40"
"2382","Enya","Shepherd Moons","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:40"
"2383","Enya","Ebudae","Paint the Sky with Stars - The Best of Enya","1997","New Age","01:53"
"2384","Enya","Storms in Africa","Paint the Sky with Stars - The Best of Enya","1997","New Age","04:11"
"2385","Enya","Watermark","Paint the Sky with Stars - The Best of Enya","1997","New Age","02:26"
"2386","Enya","Paint the Sky with Stars","Paint the Sky with Stars - The Best of Enya","1997","New Age","04:15"
"2387","Enya","Marble Halls","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:55"
"2388","Enya","On My Way Home","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:38"
"2389","Enya","The Memory of Trees","Paint the Sky with Stars - The Best of Enya","1997","New Age","04:19"
"2390","Enya","Boadicea","Paint the Sky with Stars - The Best of Enya","1997","New Age","03:28"
"2391","Enya","A Day Without Rain","A Day Without Rain","2000","New Age","02:38"
"2392","Enya","Wild Child","A Day Without Rain","2000","New Age","03:48"
"2393","Enya","Only Time","A Day Without Rain","2000","New Age","03:38"
"2394","Enya","Tempus Vernum","A Day Without Rain","2000","New Age","02:24"
"2395","Enya","Deora Ar Mo Chroi","A Day Without Rain","2000","New Age","02:48"
"2396","Enya","Flora's Secret","A Day Without Rain","2000","New Age","04:07"
"2397","Enya","Fallen Embers","A Day Without Rain","2000","New Age","02:31"
"2398","Enya","Silver Inches","A Day Without Rain","2000","New Age","01:37"
"2399","Enya","Pilgrim","A Day Without Rain","2000","New Age","03:12"
"2400","Enya","One by One","A Day Without Rain","2000","New Age","03:56"
"2401","Enya","The First of Autumn","A Day Without Rain","2000","New Age","03:10"
"2402","Enya","Lazy Days","A Day Without Rain","2000","New Age","03:42"
"2403","Enya","Less Than a Pearl","Amarantine","2005","New Age","03:44"
"2404","Enya","Amarantine","Amarantine","2005","New Age","03:10"
"2405","Enya","It's In the Rain","Amarantine","2005","New Age","04:08"
"2406","Enya","If I Could Be Where You Are","Amarantine","2005","New Age","04:01"
"2407","Enya","The River Sings","Amarantine","2005","New Age","02:50"
"2408","Enya","Long Long Journey","Amarantine","2005","New Age","03:16"
"2409","Enya","Sumiregusa (Wild Violet)","Amarantine","2005","New Age","04:42"
"2410","Enya","Someone Said Goodbye","Amarantine","2005","New Age","04:00"
"2411","Enya","A Moment Lost","Amarantine","2005","New Age","03:09"
"2412","Enya","Drifting","Amarantine","2005","New Age","04:11"
"2413","Enya","Drifting","Amarantine","2005","New Age","03:38"
"2414","Enya","Water Shows the Hidden Heart","Amarantine","2005","New Age","04:41"
"2415","Enya","Orinoco Flow","Amarantine","2007","New Age","03:44"
"2416","Enya","May It Be","Amarantine","2007","New Age","03:32"
"2417","Enya","Only Time","Amarantine","2007","New Age","03:41"
"2431","Fandango","Autos, moda y rock and roll","Autos, Moda y Rock And Roll","1987","Pop","03:10"
"2432","Fandango","La vuelta a mi corazÛn en 80 segundos","Autos, Moda y Rock And Roll","1987","Pop","02:51"
"2433","Fandango","T˙ no sabes volar","Autos, Moda y Rock And Roll","1987","Pop","03:05"
"2434","Fandango","Irresistible seducciÛn","Autos, Moda y Rock And Roll","1987","Pop","03:15"
"2435","Fandango","Otra vez manana","Autos, Moda y Rock And Roll","1987","Pop","03:36"
"2436","Fandango","Un millÛn de maneras de olvidarte","Autos, Moda y Rock And Roll","1987","Pop","02:41"
"2437","Fandango","Baila chico","Autos, Moda y Rock And Roll","1987","Pop","02:59"
"2438","Fandango","Te quiero","Autos, Moda y Rock And Roll","1987","Pop","03:08"
"2439","Fandango","Niebla","Autos, Moda y Rock And Roll","1987","Pop","03:10"
"2440","Fandango","Canta, salta, baila","Autos, Moda y Rock And Roll","1987","Pop","02:50"
"2478","Fanny Lu","No Te Pido Flores","Lagrimas Calidas","2007","Latin","04:04"
"2479","Fanny Lu","Lagrimas Calidas","Lagrimas Calidas","2007","Latin","04:28"
"2480","Fanny Lu","Te Arrepentiras","Lagrimas Calidas","2007","Latin","03:11"
"2481","Fanny Lu","Solo Quiero","Lagrimas Calidas","2007","Latin","04:27"
"2482","Fanny Lu","Cari?ito","Lagrimas Calidas","2007","Latin","03:29"
"2483","Fanny Lu","Sin Razones","Lagrimas Calidas","2007","Latin","03:21"
"2484","Fanny Lu","Y Si Te Digo","Lagrimas Calidas","2007","Latin","04:33"
"2485","Fanny Lu","Es Por Ti","Lagrimas Calidas","2007","Latin","03:23"
"2486","Fanny Lu","Para Que Si Tu No Estas","Lagrimas Calidas","2007","Latin","04:18"
"2487","Fanny Lu","Me Acordare de Ti","Lagrimas Calidas","2007","Latin","03:35"
"2488","Fanny Lu","Te Arrepentiras (Remix)","Lagrimas Calidas","2007","Latin","03:37"
"2489","Fanny Lu","No Te Pido Flores (Remix)","Lagrimas Calidas","2007","Latin","03:47"
"2490","Fanny Lu","CorazÛn Perdido","Dos","2008","Pop Latino","03:11"
"2491","Fanny Lu","Tu No Eres para MÌ","Dos","2008","Pop Latino","03:25"
"2492","Fanny Lu","Te Va a Costar (La, La, La)","Dos","2008","Pop Latino","03:59"
"2493","Fanny Lu","Amor Sincero","Dos","2008","Pop Latino","03:52"
"2494","Fanny Lu","Un Minuto M·s (Con Nahuel Shajris)","Dos","2008","Pop Latino","03:49"
"2495","Fanny Lu","Celos","Dos","2008","Pop Latino","02:54"
"2496","Fanny Lu","Ya No Puedo M·s","Dos","2008","Pop Latino","03:18"
"2497","Fanny Lu","Ma?ana Es Otro DÌa","Dos","2008","Pop Latino","03:18"
"2498","Fanny Lu","No Renuncio","Dos","2008","Pop Latino","03:33"
"2499","Fanny Lu","Lloro por Ti","Dos","2008","Pop Latino","03:31"
"2500","Fanny Lu","Mi Rutina para Amar","Dos","2008","Pop Latino","03:23"
"2550","Fey","Mujer contra mujer","La Fuerza Del Destino","2004","Electropop","04:07"
"2551","Fey","Aire","La Fuerza Del Destino","2004","Electropop","04:27"
"2552","Fey","Barco a Venus","La Fuerza Del Destino","2004","Electropop","03:28"
"2553","Fey","Hoy no me puedo levantar","La Fuerza Del Destino","2004","Electropop","04:22"
"2554","Fey","Me colÈ en una fiesta","La Fuerza Del Destino","2004","Electropop","03:47"
"2555","Fey","Cruz de navajas","La Fuerza Del Destino","2004","Electropop","04:26"
"2556","Fey","Un a?o m·s (Bonus track)","La Fuerza Del Destino","2004","Electropop","04:08"
"2557","Fey","La Fuerza Del Destino","La Fuerza Del Destino","2004","Electropop","04:56"
"2558","Fey","Ay que pesado","La Fuerza Del Destino","2004","Electropop","04:25"
"2559","Fey","Los amantes","La Fuerza Del Destino","2004","Electropop","03:07"
"2560","Fey","Me cuesta tanto olvidarte","La Fuerza Del Destino","2004","Electropop","03:05"
"2561","Fey","Busca algo barato","La Fuerza Del Destino","2004","Electropop","03:32"
"2562","Fey","Y AquÌ Estoy","Faltan Lunas","2006","Electropop","04:13"
"2563","Fey","Me Has Vuelto Loca","Faltan Lunas","2006","Electropop","03:27"
"2564","Fey","Como un ¡ngel","Faltan Lunas","2006","Electropop","04:26"
"2565","Fey","Faltan Lunas","Faltan Lunas","2006","Electropop","03:47"
"2566","Fey","Tres Razones","Faltan Lunas","2006","Electropop","04:22"
"2567","Fey","La ⁄ltima Gota","Faltan Lunas","2006","Electropop","03:47"
"2568","Fey","Solo por Bailar","Faltan Lunas","2006","Electropop","03:15"
"2569","Fey","Entre Dos","Faltan Lunas","2006","Electropop","03:36"
"2570","Fey","Yo Decido","Faltan Lunas","2006","Electropop","03:36"
"2571","Fey","Volar Otra Vez","Faltan Lunas","2006","Electropop","03:56"
"2572","Fey","Si Tengo Miedo","Faltan Lunas","2006","Electropop","03:29"
"2580","Flans","Me Gusta Ser Sonrisa","Flans","1985","Pop","04:28"
"2581","Flans","En El Medio De Los Dos","Flans","1985","Pop","03:48"
"2582","Flans","Cerveza De Bote","Flans","1985","Pop","04:18"
"2583","Flans","Te Quiero, Te Quiero","Flans","1985","Pop","03:33"
"2584","Flans","Flans","Flans","1985","Pop","04:20"
"2585","Flans","?Ay Amor!","Flans","1985","Pop","03:01"
"2586","Flans","No Controles","Flans","1985","Pop","03:23"
"2587","Flans","Susana","Flans","1985","Pop","03:28"
"2588","Flans","Bazar","Flans","1985","Pop","03:23"
"2589","Flans","?QuiÈn Eres T˙?","Flans","1985","Pop","03:45"
"2590","Flans","Billy ","Flans","1985","Pop","03:35"
"2591","Flans","Cuenta Conmigo","Flans","1985","Pop","01:30"
"2592","Flans","Hoy por ti, ma?ana por mi","20 millas","1986","Pop","03:50"
"2593","Flans","Veinte millas","20 millas","1986","Pop","04:18"
"2594","Flans","Desde la trinchera","20 millas","1986","Pop","04:04"
"2595","Flans","Cari?o mio","20 millas","1986","Pop","04:10"
"2596","Flans","Uhm, ah, oh","20 millas","1986","Pop","04:05"
"2597","Flans","Timido","20 millas","1986","Pop","03:35"
"2598","Flans","Esta noche no","20 millas","1986","Pop","03:38"
"2599","Flans","Besame","20 millas","1986","Pop","03:53"
"2600","Flans","Ya no te perdere","20 millas","1986","Pop","03:50"
"2601","Flans","El no es un rocky","20 millas","1986","Pop","03:24"
"2602","Flans","Me juego todo","20 millas","1986","Pop","02:55"
"2603","Flans","Me he enamorado de un fan","Luz y sombra","1987","Pop","04:13"
"2604","Flans","Corre, corre (en el boulevard)","Luz y sombra","1987","Pop","03:14"
"2605","Flans","No me olvides","Luz y sombra","1987","Pop","05:17"
"2606","Flans","Sin ti","Luz y sombra","1987","Pop","04:02"
"2607","Flans","Fisico","Luz y sombra","1987","Pop","03:56"
"2608","Flans","Cara o cruz","Luz y sombra","1987","Pop","04:23"
"2609","Flans","No me quiero casar","Luz y sombra","1987","Pop","03:27"
"2610","Flans","Las mil y una noches","Luz y sombra","1987","Pop","04:38"
"2611","Flans","Luz y sombra","Luz y sombra","1987","Pop","03:30"
"2612","Flans","Dame tiempo","Luz y sombra","1987","Pop","04:26"
"2613","Flans","Alma mÌa","Alma gemela","1988","Pop","00:25"
"2614","Flans","Alma gemela","Alma gemela","1988","Pop","03:50"
"2615","Flans","Detr·s de tu silencio","Alma gemela","1988","Pop","04:58"
"2616","Flans","La ˙nica estrella","Alma gemela","1988","Pop","04:22"
"2617","Flans","La historia de David","Alma gemela","1988","Pop","04:48"
"2618","Flans","T˙ y yo","Alma gemela","1988","Pop","03:32"
"2619","Flans","No soy tan fuerte","Alma gemela","1988","Pop","04:49"
"2620","Flans","Giovanni amore","Alma gemela","1988","Pop","04:01"
"2621","Flans","Los salvajes","Alma gemela","1988","Pop","03:32"
"2622","Flans","TirarÈ","Alma gemela","1988","Pop","04:43"
"2623","Flans","MeditaciÛn","Alma gemela","1988","Pop","04:52"
"2629","Flans","Poquito a poco","Adios","1990","Pop","04:29"
"2630","Flans","Horas","Adios","1990","Pop","04:06"
"2631","Flans","Ya no puedo detenerme","Adios","1990","Pop","04:45"
"2632","Flans","Y no est·s","Adios","1990","Pop","03:13"
"2633","Flans","El cuadro","Adios","1990","Pop","02:55"
"2634","Flans","Pecesito","Adios","1990","Pop","04:27"
"2635","Flans","Peligro","Adios","1990","Pop","04:19"
"2636","Flans","A cada paso","Adios","1990","Pop","04:18"
"2637","Flans","Una dÈcima de segundo","Adios","1990","Pop","03:30"
"2638","Flans","Ni?a","Adios","1990","Pop","03:05"
"2639","Flans","Hadas","Hadas","1999","Pop","04:33"
"2640","Flans","Tu eterna Pesadilla","Hadas","1999","Pop","03:30"
"2641","Flans","Eclipse de Sol","Hadas","1999","Pop","04:52"
"2642","Flans","Ay!","Hadas","1999","Pop","04:32"
"2643","Flans","Uno de Tantos (One of the People)","Hadas","1999","Pop","04:13"
"2644","Flans","Gracias (Thank You)","Hadas","1999","Pop","04:14"
"2645","Flans","Y Tu Ves","Hadas","1999","Pop","04:04"
"2646","Flans","Rufino","Hadas","1999","Pop","04:38"
