"","artist","song name","album name","year","genre","song length"
"1","Ace of Base","Don't Turn Around","Happy Nation","1993","Pop","03:53"
"2","Ace of Base","Young and Proud","Happy Nation","1993","Pop","04:00"
"3","Ace of Base","The Sign","Happy Nation","1993","Pop","03:14"
"4","Ace of Base","Living In Danger","Happy Nation","1993","Pop","03:46"
"5","Ace of Base","Voulez-vous Danser","Happy Nation","1993","Pop","03:22"
"6","Ace of Base","Happy Nation","Happy Nation","1993","Pop","04:19"
"7","Ace of Base","Hear Me Calling","Happy Nation","1993","Pop","03:54"
"8","Ace of Base","Waiting for Magic (Total Remix 7"")","Happy Nation","1993","Pop","03:56"
"9","Ace of Base","Fashion Party","Happy Nation","1993","Pop","04:15"
"10","Ace of Base","Wheel of Fortune","Happy Nation","1993","Pop","03:58"
"11","Ace of Base","Dancer In a Daydream","Happy Nation","1993","Pop","03:43"
"12","Ace of Base","My Mind (Mindless Mix)","Happy Nation","1993","Pop","04:14"
"13","Ace of Base","All That She Wants (Bangra Version)","Happy Nation","1993","Pop","04:20"
"14","Ace of Base","Happy Nation (Remix)","Happy Nation","1993","Pop","03:47"
"15","Ace of Base","Beautiful Life","The Bridge","1995","Pop","03:40"
"16","Ace of Base","Never Gonna Say I'm Sorry","The Bridge","1995","Pop","03:16"
"17","Ace of Base","Lucky Love","The Bridge","1995","Pop","02:54"
"18","Ace of Base","Edge of Heaven","The Bridge","1995","Pop","03:50"
"19","Ace of Base","Strange Ways","The Bridge","1995","Pop","04:25"
"20","Ace of Base","Ravine","The Bridge","1995","Pop","04:39"
"21","Ace of Base","Perfect World","The Bridge","1995","Pop","03:55"
"22","Ace of Base","Angel Eyes","The Bridge","1995","Pop","03:13"
"23","Ace of Base","Whispers In Blindness","The Bridge","1995","Pop","04:11"
"24","Ace of Base","My Deja Vu","The Bridge","1995","Pop","03:40"
"25","Ace of Base","You and I","The Bridge","1995","Pop","04:08"
"26","Ace of Base","Wave Wet Sand","The Bridge","1995","Pop","03:18"
"27","Ace of Base","Que Sera","The Bridge","1995","Pop","03:47"
"28","Ace of Base","Just ¥N¥ Image","The Bridge","1995","Pop","03:08"
"29","Ace of Base","Lucky Love (Acoustic Version)","The Bridge","1995","Pop","02:54"
"30","Ace of Base","Experience Pearls","The Bridge","1995","Pop","03:58"
"31","Ace of Base","Blooming 18","The Bridge","1995","Pop","03:37"
"32","Ace of Base","Life Is a Flower","Flowers","1998","Pop","03:45"
"33","Ace of Base","Always Have, Always Will","Flowers","1998","Pop","03:44"
"34","Ace of Base","Cruel Summer","Flowers","1998","Pop","03:35"
"35","Ace of Base","Travel to Romantis","Flowers","1998","Pop","04:10"
"36","Ace of Base","Adventures In Paradise","Flowers","1998","Pop","03:32"
"37","Ace of Base","Dr. Sun","Flowers","1998","Pop","03:35"
"38","Ace of Base","Cecilia","Flowers","1998","Pop","03:55"
"39","Ace of Base","He Decides","Flowers","1998","Pop","03:09"
"40","Ace of Base","I Pray","Flowers","1998","Pop","03:18"
"41","Ace of Base","Tokyo girl","Flowers","1998","Pop","03:36"
"42","Ace of Base","Don't Go Away","Flowers","1998","Pop","03:41"
"43","Ace of Base","Captain Nemo","Flowers","1998","Pop","04:02"
"44","Ace of Base","Donnie","Flowers","1998","Pop","04:39"
"45","Ace of Base","Cruel Summer (Big Bonus Mix)","Flowers","1998","Pop","04:06"
"46","Ace of Base","Unspeakable","Da Capo","2002","Pop","03:14"
"47","Ace of Base","Beautiful Morning","Da Capo","2002","Pop","03:00"
"48","Ace of Base","Remember the Words","Da Capo","2002","Pop","03:42"
"49","Ace of Base","Da Capo","Da Capo","2002","Pop","03:11"
"50","Ace of Base","World Down Under","Da Capo","2002","Pop","03:34"
"51","Ace of Base","Ordinary Day","Da Capo","2002","Pop","03:23"
"52","Ace of Base","Wonderful Life","Da Capo","2002","Pop","04:15"
"53","Ace of Base","Show Me Love","Da Capo","2002","Pop","03:43"
"54","Ace of Base","What's the Name of the Game","Da Capo","2002","Pop","03:03"
"55","Ace of Base","Change With the Light","Da Capo","2002","Pop","03:37"
"56","Ace of Base","Hey Darling","Da Capo","2002","Pop","03:17"
"57","Ace of Base","The Juvenile","Da Capo","2002","Pop","03:44"
"90","Alan Jackson","Ace of Hearts","Here In the Real World","1990","Country","03:04"
"91","Alan Jackson","Here In the Real World","Here In the Real World","1990","Country","03:36"
"92","Alan Jackson","Blue Blooded Woman","Here In the Real World","1990","Country","02:14"
"93","Alan Jackson","Wanted","Here In the Real World","1990","Country","02:57"
"94","Alan Jackson","Chasin' That Neon Rainbow","Here In the Real World","1990","Country","03:05"
"95","Alan Jackson","She Don't Get the Blues","Here In the Real World","1990","Country","02:46"
"96","Alan Jackson","I'd Love You All Over Again","Here In the Real World","1990","Country","03:10"
"97","Alan Jackson","Dog River Blues","Here In the Real World","1990","Country","02:20"
"98","Alan Jackson","Home","Here In the Real World","1990","Country","03:18"
"99","Alan Jackson","Short Sweet Ride","Here In the Real World","1990","Country","02:29"
"100","Alan Jackson","Don't Rock the Jukebox","Don't Rock the Jukebox","1991","Country","02:53"
"101","Alan Jackson","That's All I Need to Know","Don't Rock the Jukebox","1991","Country","03:46"
"102","Alan Jackson","Dallas","Don't Rock the Jukebox","1991","Country","02:45"
"103","Alan Jackson","Midnight In Montgomery","Don't Rock the Jukebox","1991","Country","03:47"
"104","Alan Jackson","Love's Got a Hold On You","Don't Rock the Jukebox","1991","Country","02:54"
"105","Alan Jackson","Someday","Don't Rock the Jukebox","1991","Country","03:17"
"106","Alan Jackson","Just Playin' Possum","Don't Rock the Jukebox","1991","Country","02:55"
"107","Alan Jackson","From a Distance","Don't Rock the Jukebox","1991","Country","03:38"
"108","Alan Jackson","Walkin' the Floor Over Me","Don't Rock the Jukebox","1991","Country","02:25"
"109","Alan Jackson","Working Class Hero","Don't Rock the Jukebox","1991","Country","03:15"
"110","Alan Jackson","Chattahoochee","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","02:28"
"111","Alan Jackson","She's Got the Rhythm (And I Got the Blues)","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","02:24"
"112","Alan Jackson","Tonight I Climbed the Wall","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","03:30"
"113","Alan Jackson","I Don't Need the Booze (To Get a Buzz On)","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","03:15"
"114","Alan Jackson","(Who Says) You Can't Have It All","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","03:29"
"115","Alan Jackson","Up to My Ears in Tears","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","02:54"
"116","Alan Jackson","Tropical Depression","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","02:57"
"117","Alan Jackson","She Likes It Too","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","02:50"
"118","Alan Jackson","If It Ain't One Thing (It's You)","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","03:52"
"119","Alan Jackson","Mercury Blues","A Lot About Livin' (And a Little 'Bout Love)","1992","Country","03:38"
"120","Alan Jackson","Honky Tonk Christmas","Honky Tonk Christmas","1993","Country","02:52"
"121","Alan Jackson & Alison Krauss","The Angels Cried","Honky Tonk Christmas","1993","Country","02:51"
"122","Alan Jackson","If We Make It Through December","Honky Tonk Christmas","1993","Country","02:44"
"123","Alan Jackson","If You Don't Wanna See Santa Claus Cry","Honky Tonk Christmas","1993","Country","03:12"
"124","Alan Jackson","I Only Want You for Christmas","Honky Tonk Christmas","1993","Country","03:20"
"125","Alan Jackson","Merry Christmas to Me","Honky Tonk Christmas","1993","Country","02:52"
"126","Alan Jackson","A Holly Jolly Christmas","Honky Tonk Christmas","1993","Country","02:14"
"127","Alan Jackson & Keith Whitley","There's a New Kid In Town","Honky Tonk Christmas","1993","Country","04:08"
"128","Alan Jackson & The Chipmunks","Santa's Gonna Come In a Pickup Truck","Honky Tonk Christmas","1993","Country","04:08"
"129","Alan Jackson","Please Daddy (Don't Get Drunk This Christmas)","Honky Tonk Christmas","1993","Country","03:21"
"130","Alan Jackson","Summertime Blues","Who I Am","1994","Country","03:12"
"131","Alan Jackson","Livin' on Love","Who I Am","1994","Country","03:49"
"132","Alan Jackson","Hole in the Wall","Who I Am","1994","Country","03:33"
"133","Alan Jackson","Gone Country","Who I Am","1994","Country","04:20"
"134","Alan Jackson","Who I Am","Who I Am","1994","Country","02:46"
"135","Alan Jackson","You Can't Give Up on Love","Who I Am","1994","Country","03:06"
"136","Alan Jackson","I Don't Even Know Your Name","Who I Am","1994","Country","03:50"
"137","Alan Jackson","Song for the Life","Who I Am","1994","Country","04:32"
"138","Alan Jackson","Thank God for the Radio","Who I Am","1994","Country","03:19"
"139","Alan Jackson","All American Country Boy","Who I Am","1994","Country","03:18"
"140","Alan Jackson","Job Description","Who I Am","1994","Country","04:42"
"141","Alan Jackson","If I Had You","Who I Am","1994","Country","03:33"
"142","Alan Jackson","Let's Get Back to Me and You","Who I Am","1994","Country","02:52"
"143","Alan Jackson","Little Bitty","Everything I Love","1996","Country","02:38"
"144","Alan Jackson","Everything I Love","Everything I Love","1996","Country","03:07"
"145","Alan Jackson","Buicks to the Moon","Everything I Love","1996","Country","02:37"
"146","Alan Jackson","Between the Devil and Me","Everything I Love","1996","Country","04:21"
"147","Alan Jackson","There Goes","Everything I Love","1996","Country","03:55"
"148","Alan Jackson","A House with No Curtains","Everything I Love","1996","Country","03:25"
"149","Alan Jackson","Who's Cheatin' Who","Everything I Love","1996","Country","04:01"
"150","Alan Jackson","Walk On the Rocks","Everything I Love","1996","Country","03:30"
"151","Alan Jackson","Must've Had a Ball","Everything I Love","1996","Country","03:34"
"152","Alan Jackson","It's Time You Learned About Good-Bye","Everything I Love","1996","Country","03:13"
"153","Alan Jackson","Right On the Money","High Mileage","1998","Country","03:49"
"154","Alan Jackson","Gone Crazy","High Mileage","1998","Country","03:50"
"155","Alan Jackson","Little Man","High Mileage","1998","Country","04:27"
"156","Alan Jackson","What a Day Yesterday Was","High Mileage","1998","Country","03:46"
"157","Alan Jackson","Hurtin' Comes Easy","High Mileage","1998","Country","03:01"
"158","Alan Jackson","I'll Go on Loving You","High Mileage","1998","Country","03:57"
"159","Alan Jackson","Another Good Reason","High Mileage","1998","Country","04:27"
"160","Alan Jackson","A Woman's Love","High Mileage","1998","Country","03:52"
"161","Alan Jackson","Dancin' All Around It","High Mileage","1998","Country","02:56"
"162","Alan Jackson","Amarillo","High Mileage","1998","Country","04:11"
"163","Alan Jackson","Pop a Top","Under the Influence","1999","Country","03:05"
"164","Alan Jackson","Farewell Party","Under the Influence","1999","Country","04:07"
"165","Alan Jackson","Kiss an Angel Good Mornin'","Under the Influence","1999","Country","02:05"
"166","Alan Jackson","Right in the Palm of Your Hand","Under the Influence","1999","Country","03:39"
"167","Alan Jackson","The Blues Man: A Tribute to Hank Williams Jr.","Under the Influence","1999","Country","07:05"
"168","Alan Jackson","Revenooer Man","Under the Influence","1999","Country","02:33"
"169","Alan Jackson","My Own Kind of Hat","Under the Influence","1999","Country","03:22"
"170","Alan Jackson","She Just Started Liking Cheatin' Songs","Under the Influence","1999","Country","02:43"
"171","Alan Jackson","The Way I Am","Under the Influence","1999","Country","03:05"
"172","Alan Jackson","It Must Be Love","Under the Influence","1999","Country","02:51"
"173","Alan Jackson","Once You've Had the Best","Under the Influence","1999","Country","04:11"
"174","Alan Jackson & Jimmy Buffett","Margaritaville","Under the Influence","1999","Country","04:15"
"175","Alan Jackson","Meat and Potato Man","When Somebody Loves You","2000","Country","02:28"
"176","Alan Jackson","When Somebody Loves You","When Somebody Loves You","2000","Country","03:27"
"177","Alan Jackson","The Thrill Is Back","When Somebody Loves You","2000","Country","02:44"
"178","Alan Jackson","WWW.Memory","When Somebody Loves You","2000","Country","02:34"
"179","Alan Jackson","Where I Come From","When Somebody Loves You","2000","Country","04:02"
"180","Alan Jackson","I Still Love You","When Somebody Loves You","2000","Country","03:19"
"181","Alan Jackson","Life or Love","When Somebody Loves You","2000","Country","02:30"
"182","Alan Jackson","A Love Like That","When Somebody Loves You","2000","Country","03:28"
"183","Alan Jackson","It's Alright to Be a Redneck","When Somebody Loves You","2000","Country","02:44"
"184","Alan Jackson","Maybe I Should Stay Here","When Somebody Loves You","2000","Country","03:32"
"185","Alan Jackson","Three Minute Positive Not Too Country Up-Tempo Love Song","When Somebody Loves You","2000","Country","03:02"
"186","Alan Jackson","Drive (For Daddy Gene)","Drive","2002","Country","04:02"
"187","Alan Jackson","A Little Bluer Than That","Drive","2002","Country","02:54"
"188","Alan Jackson","Bring on the Night","Drive","2002","Country","04:03"
"189","Alan Jackson","Work in Progress","Drive","2002","Country","04:07"
"190","Alan Jackson","The Sounds","Drive","2002","Country","03:23"
"191","Alan Jackson & George Strait","Designated Drinker","Drive","2002","Country","03:50"
"192","Alan Jackson","Where Were You (When the World Stopped Turning)","Drive","2002","Country","05:05"
"193","Alan Jackson","That'd Be Alright","Drive","2002","Country","03:41"
"194","Alan Jackson","Once in a Lifetime Love","Drive","2002","Country","03:26"
"195","Alan Jackson","When Love Comes Around","Drive","2002","Country","03:05"
"196","Alan Jackson","I Slipped and Fell in Love","Drive","2002","Country","02:55"
"197","Alan Jackson","First Love","Drive","2002","Country","03:09"
"198","Alan Jackson","Where Were You (When the World Stopped Turning) [Live]","Drive","2002","Country","05:47"
"199","Alan Jackson","Have Yourself a Merry Little Christmas","Let It Be Christmas","2002","Country","02:58"
"200","Alan Jackson","Winter Wonderland","Let It Be Christmas","2002","Country","02:18"
"201","Alan Jackson","O Come, All Ye Faithful","Let It Be Christmas","2002","Country","03:18"
"202","Alan Jackson","Santa Claus Is Comin' to Town","Let It Be Christmas","2002","Country","02:42"
"203","Alan Jackson","The Christmas Song","Let It Be Christmas","2002","Country","03:52"
"204","Alan Jackson","Silent Night","Let It Be Christmas","2002","Country","03:47"
"205","Alan Jackson","Let It Be Christmas","Let It Be Christmas","2002","Country","04:11"
"206","Alan Jackson","Jingle Bells","Let It Be Christmas","2002","Country","02:49"
"207","Alan Jackson","White Christmas","Let It Be Christmas","2002","Country","03:18"
"208","Alan Jackson","Silver Bells","Let It Be Christmas","2002","Country","03:35"
"209","Alan Jackson","Away in a Manger","Let It Be Christmas","2002","Country","02:49"
"210","Alan Jackson","Too Much of a Good Thing","What I Do","2004","Country","03:08"
"211","Alan Jackson","Rainy Day In June","What I Do","2004","Country","04:40"
"212","Alan Jackson","USA Today","What I Do","2004","Country","03:24"
"213","Alan Jackson","If Love Was a River","What I Do","2004","Country","03:52"
"214","Alan Jackson","If French Fries Were Fat Free","What I Do","2004","Country","04:13"
"215","Alan Jackson","You Don't Have to Paint Me a Picture","What I Do","2004","Country","03:43"
"216","Alan Jackson","There Ya Go","What I Do","2004","Country","03:12"
"217","Alan Jackson","The Talkin' Song Repair Blues","What I Do","2004","Country","02:58"
"218","Alan Jackson","Strong Enough","What I Do","2004","Country","04:01"
"219","Alan Jackson","Monday Morning Church","What I Do","2004","Country","03:21"
"220","Alan Jackson","Burnin' the Honky Tonks Down","What I Do","2004","Country","04:51"
"221","Alan Jackson","To Do What I Do (Live)","What I Do","2004","Country","03:00"
"222","Alan Jackson","Blessed Assurance","Precious Memories","2006","Country","01:54"
"223","Alan Jackson","Softly and Tenderly","Precious Memories","2006","Country","03:16"
"224","Alan Jackson","I Love to Tell the Story","Precious Memories","2006","Country","02:51"
"225","Alan Jackson","When We All Get to Heaven","Precious Memories","2006","Country","01:42"
"226","Alan Jackson","'Tis So Sweet to Trust In Jesus","Precious Memories","2006","Country","01:50"
"227","Alan Jackson","In the Garden","Precious Memories","2006","Country","02:53"
"228","Alan Jackson","Are You Washed In the Blood?","Precious Memories","2006","Country","01:16"
"229","Alan Jackson","I'll Fly Away","Precious Memories","2006","Country","02:11"
"230","Alan Jackson","What a Friend We Have In Jesus","Precious Memories","2006","Country","02:14"
"231","Alan Jackson","Standing On the Promises","Precious Memories","2006","Country","01:33"
"232","Alan Jackson","Turn Your Eyes Upon Jesus","Precious Memories","2006","Country","03:44"
"233","Alan Jackson","Leaning On the Everlasting Arms","Precious Memories","2006","Country","01:32"
"234","Alan Jackson","The Old Rugged Cross","Precious Memories","2006","Country","03:04"
"235","Alan Jackson","How Great Thou Art","Precious Memories","2006","Country","03:30"
"236","Alan Jackson","I Want to Stroll Over Heaven With You","Precious Memories","2006","Country","03:06"
"237","Alan Jackson","Anywhere On Earth You Are","Like Red On a Rose","2006","Country","04:16"
"238","Alan Jackson","Good Imitation of the Blues","Like Red On a Rose","2006","Country","03:24"
"239","Alan Jackson","Like Red On a Rose","Like Red On a Rose","2006","Country","03:33"
"240","Alan Jackson","Nobody Said That It Would Be Easy","Like Red On a Rose","2006","Country","03:44"
"241","Alan Jackson","Don't Change On Me","Like Red On a Rose","2006","Country","03:26"
"242","Alan Jackson","The Firefly's Song","Like Red On a Rose","2006","Country","03:57"
"243","Alan Jackson","Wait a Minute","Like Red On a Rose","2006","Country","04:22"
"244","Alan Jackson","Had It Not Been You","Like Red On a Rose","2006","Country","04:01"
"245","Alan Jackson","A Woman's Love","Like Red On a Rose","2006","Country","04:13"
"246","Alan Jackson","Don't Ask Why","Like Red On a Rose","2006","Country","03:01"
"247","Alan Jackson","As Lovely As You","Like Red On a Rose","2006","Country","04:06"
"248","Alan Jackson","Where Do I Go from Here (A Trucker's Song)","Like Red On a Rose","2006","Country","04:03"
"249","Alan Jackson","Bluebird","Like Red On a Rose","2006","Country","03:25"
"250","Alan Jackson","Good Time","Good Time","2008","Country","05:08"
"251","Alan Jackson","Small Town Southern Man","Good Time","2008","Country","04:40"
"252","Alan Jackson","I Wish I Could Back Up","Good Time","2008","Country","05:05"
"253","Alan Jackson","Country Boy","Good Time","2008","Country","04:06"
"254","Alan Jackson","Right Where I Want You","Good Time","2008","Country","03:51"
"255","Alan Jackson","1976","Good Time","2008","Country","04:09"
"256","Alan Jackson","When the Love Factor's High","Good Time","2008","Country","04:18"
"257","Alan Jackson","Long Long Way","Good Time","2008","Country","04:08"
"258","Alan Jackson","Sissy's Song","Good Time","2008","Country","03:02"
"259","Alan Jackson","I Still Like Bologna","Good Time","2008","Country","04:39"
"260","Alan Jackson","Never Loved Before (with Martina McBride)","Good Time","2008","Country","03:32"
"261","Alan Jackson","Nothing Left to Do","Good Time","2008","Country","04:44"
"262","Alan Jackson","Listen to Your Senses","Good Time","2008","Country","03:09"
"263","Alan Jackson","This Time","Good Time","2008","Country","04:34"
"264","Alan Jackson","Laid Back 'n Low Key (Cay)","Good Time","2008","Country","02:51"
"265","Alan Jackson","If You Want to Make Me Happy","Good Time","2008","Country","04:20"
"266","Alan Jackson","If Jesus Walked the World Today","Good Time","2008","Country","04:57"
"275","Al Bano & Romina Power","Che Angelo Sei","Che Angelo Sei","1982","Pop","03:29"
"276","Al Bano & Romina Power","Abbandonat","Che Angelo Sei","1982","Pop","03:00"
"277","Al Bano & Romina Power","Meditando","Che Angelo Sei","1982","Pop","03:04"
"278","Al Bano & Romina Power","Perche","Che Angelo Sei","1982","Pop","03:51"
"279","Al Bano & Romina Power","Viaggiando","Che Angelo Sei","1982","Pop","02:54"
"280","Al Bano & Romina Power","Tu Soltanto Tu","Che Angelo Sei","1982","Pop","03:38"
"281","Al Bano & Romina Power","Parigi E Belta","Che Angelo Sei","1982","Pop","03:15"
"282","Al Bano & Romina Power","1961i","Che Angelo Sei","1982","Pop","03:18"
"283","Al Bano & Romina Power","Anche Tu","Che Angelo Sei","1982","Pop","03:25"
"284","Al Bano & Romina Power","Io Ti Cerco","Che Angelo Sei","1982","Pop","03:35"
"285","Al Bano & Romina Power","Aria Pura","Felicita","1983","Pop","03:09"
"286","Al Bano & Romina Power","Felicita","Felicita","1983","Pop","03:11"
"287","Al Bano & Romina Power","Sharazan","Felicita","1983","Pop","04:40"
"288","Al Bano & Romina Power","Il Ballo Del Qua Qua","Felicita","1983","Pop","02:49"
"289","Al Bano & Romina Power","Angeli","Felicita","1983","Pop","03:26"
"290","Al Bano & Romina Power","E Fu Subito Amore","Felicita","1983","Pop","03:58"
"291","Al Bano & Romina Power","Canto Di Liberta","Felicita","1983","Pop","02:57"
"292","Al Bano & Romina Power","Arrivederci","Felicita","1983","Pop","03:01"
"293","Al Bano & Romina Power","Prima Notte D'Amore","Felicita","1983","Pop","02:55"
"294","Al Bano & Romina Power","Caro Gesu","Felicita","1983","Pop","03:50"
"295","Al Bano & Romina Power","Al Ritmo Di Beguine (Ti Amo","Effetto Amore","1984","Pop","03:40"
"296","Al Bano & Romina Power","L'Amore E","Effetto Amore","1984","Pop","03:54"
"297","Al Bano & Romina Power","Ciao, Aufwiedersehen Goodbye","Effetto Amore","1984","Pop","03:36"
"298","Al Bano & Romina Power","Quando Un Amore Se Ne Va","Effetto Amore","1984","Pop","03:14"
"299","Al Bano & Romina Power","It's Forever","Effetto Amore","1984","Pop","02:58"
"300","Al Bano & Romina Power","Canzone Blu","Effetto Amore","1984","Pop","03:24"
"301","Al Bano & Romina Power","Ci Sara","Effetto Amore","1984","Pop","03:23"
"302","Al Bano & Romina Power","Grazie","Effetto Amore","1984","Pop","03:31"
"303","Al Bano & Romina Power","Leo, Leo","Effetto Amore","1984","Pop","03:30"
"304","Al Bano & Romina Power","Un Isola Nella Citta","Effetto Amore","1984","Pop","03:20"
"305","Al Bano & Romina Power","Gli Innamorati","Effetto Amore","1984","Pop","02:50"
"306","Al Bano & Romina Power","Magic Oh Magic","Effetto Amore","1984","Pop","03:34"
"307","Al Bano & Romina Power","Immagini 77","Effetto Amore","1984","Pop","03:58"
"308","Al Bano & Romina Power","Il Covo Delle Aquille","Effetto Amore","1984","Pop","04:08"
"309","Al Bano & Romina Power","Sempre Sempre","Sempre Sempre","1986","Pop","04:03"
"310","Al Bano & Romina Power","Saranda-Okinawa","Sempre Sempre","1986","Pop","04:08"
"311","Al Bano & Romina Power","Mamba di Rambo","Sempre Sempre","1986","Pop","03:08"
"312","Al Bano & Romina Power","Settembre","Sempre Sempre","1986","Pop","03:27"
"313","Al Bano & Romina Power","Andrea","Sempre Sempre","1986","Pop","05:45"
"314","Al Bano & Romina Power","Love","Sempre Sempre","1986","Pop","03:46"
"316","Al Bano & Romina Power","Verso il Duemila","Sempre Sempre","1986","Pop","04:21"
"317","Al Bano & Romina Power","Caro amore","Sempre Sempre","1986","Pop","04:05"
"318","Al Bano & Romina Power","Lord Byron","Sempre Sempre","1986","Pop","03:08"
"319","Al Bano & Romina Power","Liberta","Libert·","1987","Pop","04:16"
"320","Al Bano & Romina Power","Ma il cuore no","Libert·","1987","Pop","04:01"
"321","Al Bano & Romina Power","Le mie radici","Libert·","1987","Pop","04:27"
"322","Al Bano","Notte a cerano","Libert·","1987","Pop","04:11"
"323","Al Bano & Romina Power","Nel mondo","Libert·","1987","Pop","03:54"
"324","Al Bano & Romina Power","Makassar","Libert·","1987","Pop","03:51"
"325","Al Bano","Incredibile appuntamento","Libert·","1987","Pop","04:47"
"326","Al Bano & Romina Power","Quando si ama","Libert·","1987","Pop","03:53"
"327","Al Bano & Romina Power","Abbi fede","Libert·","1987","Pop","03:26"
"328","Al Bano & Romina Power","I cigni di balaka","Libert·","1987","Pop","04:10"
"329","Al Bano & Romina Power","Felicit?","Felicit?","1989","Pop","03:13"
"330","Al Bano & Romina Power","Prima notte d'amore (Enlaces sur le sable)","Felicit?","1989","Pop","02:53"
"331","Al Bano & Romina Power","Sharazan","Felicit?","1989","Pop","04:24"
"332","Al Bano & Romina Power","L' Amore ?","Felicit?","1989","Pop","03:58"
"333","Al Bano & Romina Power","Meditando","Felicit?","1989","Pop","03:11"
"334","Al Bano & Romina Power","Canzone blu","Felicit?","1989","Pop","03:26"
"335","Al Bano & Romina Power","Magic Oh Magic","Felicit?","1989","Pop","03:38"
"336","Al Bano & Romina Power","Anche tu","Felicit?","1989","Pop","03:28"
"337","Al Bano & Romina Power","PerchÈ","Felicit?","1989","Pop","03:57"
"338","Al Bano & Romina Power","Grazie","Felicit?","1989","Pop","03:33"
"339","Al Bano & Romina Power","Che angelo sei (amore mio)","Felicit?","1989","Pop","03:39"
"340","Al Bano & Romina Power","Angeli","Felicit?","1989","Pop","03:29"
"341","Al Bano & Romina Power","Tu soltanto tu (mi hai fatto innamorare)","Felicit?","1989","Pop","03:41"
"342","Al Bano & Romina Power","Gli innamorati","Felicit?","1989","Pop","02:51"
"343","Al Bano & Romina Power","It's Forever","Felicit?","1989","Pop","02:58"
"344","Al Bano & Romina Power","Ciao, Aufwiedersehen, Goodbye","Felicit?","1989","Pop","03:37"
"345","Al Bano & Romina Power","Besame","Fotografia di un momento","1990","Pop","04:30"
"346","Al Bano & Romina Power","Donna per amore","Fotografia di un momento","1990","Pop","03:37"
"347","Al Bano & Romina Power","Non piangere","Fotografia di un momento","1990","Pop","03:57"
"348","Al Bano & Romina Power","Commesso viaggiatore","Fotografia di un momento","1990","Pop","03:35"
"349","Al Bano & Romina Power","Bwana","Fotografia di un momento","1990","Pop","04:00"
"350","Al Bano & Romina Power","Fotografia","Fotografia di un momento","1990","Pop","04:11"
"351","Al Bano","Tenero e testardo","Fotografia di un momento","1990","Pop","03:40"
"352","Al Bano & Romina Power","Indian Boy","Fotografia di un momento","1990","Pop","03:45"
"353","Al Bano & Romina Power","Bussa ancora","Fotografia di un momento","1990","Pop","03:46"
"354","Al Bano & Romina Power","Liberta - Production '90","Fotografia di un momento","1990","Pop","05:13"
"355","Al Bano & Romina Power","Vincerai","Vincerai","1992","Pop","05:09"
"356","Al Bano & Romina Power","Tu Soltanto Tu","Vincerai","1992","Pop","04:21"
"357","Al Bano & Romina Power","We'll Live It All Again","Vincerai","1992","Pop","04:14"
"358","Al Bano & Romina Power","Dialogo","Vincerai","1992","Pop","03:17"
"359","Al Bano & Romina Power","Ci Sara","Vincerai","1992","Pop","03:43"
"360","Al Bano & Romina Power","Makassar","Vincerai","1992","Pop","03:54"
"361","Al Bano & Romina Power","Sempre, Sempre","Vincerai","1992","Pop","04:02"
"362","Al Bano & Romina Power","Cara Terra Mia","Vincerai","1992","Pop","04:07"
"363","Al Bano & Romina Power","Il Poeta (Yunus EmrÈ)","Vincerai","1992","Pop","04:38"
"364","Al Bano & Romina Power","Che Angelo Sei","Vincerai","1992","Pop","03:31"
"365","Al Bano & Romina Power","Sharazan","Vincerai","1992","Pop","04:31"
"366","Al Bano & Romina Power","Prima Notte D'amore","Vincerai","1992","Pop","02:59"
"367","Al Bano & Romina Power","Felicita","Vincerai","1992","Pop","03:26"
"368","Al Bano & Romina Power","Nel Sole","Vincerai","1992","Pop","03:54"
"369","Al Bano & Romina Power","Liberta","Vincerai","1992","Pop","04:27"
"370","Al Bano & Romina Power","Nessun Dorma","Vincerai","1992","Pop","03:31"
"371","Al Bano & Romina Power","Domani, Domani","Notte e Giorno","1993","Pop","03:35"
"372","Al Bano & Romina Power","Bambini","Notte e Giorno","1993","Pop","03:49"
"373","Al Bano & Romina Power","Torneremo a Venezia","Notte e Giorno","1993","Pop","03:49"
"374","Al Bano & Romina Power","Sentire Ti Amo","Notte e Giorno","1993","Pop","03:29"
"375","Al Bano & Romina Power","Di Piu","Notte e Giorno","1993","Pop","03:23"
"376","Al Bano & Romina Power","Il Profumo Delle Rose","Notte e Giorno","1993","Pop","04:06"
"377","Al Bano & Romina Power","Sha-e-O","Notte e Giorno","1993","Pop","03:30"
"378","Al Bano & Romina Power","Mondo","Notte e Giorno","1993","Pop","04:52"
"379","Al Bano & Romina Power","In Controluce","Notte e Giorno","1993","Pop","04:34"
"380","Al Bano & Romina Power","Notte e Giorno","Notte e Giorno","1993","Pop","04:39"
"381","Al Bano & Romina Power","Tenerissima","Notte e Giorno","1993","Pop","04:27"
"382","Al Bano & Romina Power","? Un Miracolo","Notte e Giorno","1993","Pop","04:00"
